Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piece Name,Set Name,Piece Type,Rarity,Base Def.,Fire Res.,Water Res.,Thunder Res.,Ice Res.,Dragon Res.,Lvl 1 Deco Slots,Lvl 2 Deco Slots,Lvl 3 Deco Slots,Text Description,Skill 1,Skill 1 Lvl,Skill 2,Skill 2 Lvl,Skill 3,Skill 3 Lvl,Group Skill,Set Bonus,Forging Price,Forge Mat 1,Forge Mat 1 Qty,Forge Mat 2,Forge Mat 2 Qty,Forge Mat 3,Forge Mat 3 Qty,Forge Mat 4,Forge Mat 4 Qty
Rathalos Vambraces α,Rathalos α,Arms,6,48,3,1,-2,1,-3,2,-,-,Crafted from Rathalos parts. These armguards deliver sundering blows with the power of the King of the Skies.,Constitution,2,Evade Window,1,-,-,Scaling Prowess,Rathalos's Flare,5000,Rathalos Certificate S,1,Rathalos Scale+,4,Rathalos Ruby,1,Inferno Sac,3
Rathalos Coil α,Rathalos α,Waist,6,48,3,1,-2,1,-3,-,-,-,"Crafted from Rathalos parts, this waistgear has the wearer appear as if they were a wyvern themself.",Adrenaline Rush,2,Evade Window,1,-,-,Scaling Prowess,Rathalos's Flare,5000,Rathalos Certificate S,2,Rathalos Carapace,3,Rath Medulla,1,Firestone,2
Rathalos Greaves α,Rathalos α,Legs,6,48,3,1,-2,1,-3,-,1,-,"Sturdy and supple, this Rathalos leg armor makes one as nimble as a fire wyvern mounting the skies.",Evade Window,2,Adrenaline Rush,1,-,-,Scaling Prowess,Rathalos's Flare,5000,Rathalos Certificate S,1,Rathalos Carapace,5,Rathalos Wing,4,Wingdrake Hide+,2
Rathalos Helm β,Rathalos β,Head,6,48,3,1,-2,1,-3,-,2,-,Head armor crafted from Rathalos parts. Equivalent to a king's crown with unparalleled defense.,Constitution,1,Evade Window,1,-,-,Scale Layering,Rathalos's Flare,5000,Rathalos Scale+,5,Rathalos Wing,3,Monster Keenbone,3,-,-
Rathalos Mail β,Rathalos β,Chest,6,48,3,1,-2,1,-3,2,-,-,"Chest armor made of Rathalos parts. Carved from the King of the Skies, it boasts overwhelming defense.",Adrenaline Rush,2,-,-,-,-,Scale Layering,Rathalos's Flare,5000,Rathalos Scale+,6,Rathalos Carapace,6,Rathalos Tail,2,Dragonbone Relic,1
Rathalos Vambraces β,Rathalos β,Arms,6,48,3,1,-2,1,-3,2,1,-,Crafted from Rathalos parts. These armguards deliver sundering blows with the power of the King of the Skies.,Constitution,2,-,-,-,-,Scale Layering,Rathalos's Flare,5000,Rathalos Certificate S,1,Rathalos Scale+,4,Rathalos Ruby,1,Inferno Sac,3
Rathalos Coil β,Rathalos β,Waist,6,48,3,1,-2,1,-3,-,1,-,"Crafted from Rathalos parts, this waistgear has the wearer appear as if they were a wyvern themself.",Adrenaline Rush,2,-,-,-,-,Scale Layering,Rathalos's Flare,5000,Rathalos Certificate S,2,Rathalos Carapace,3,Rath Medulla,1,Firestone,2
Rathalos Greaves β,Rathalos β,Legs,6,48,3,1,-2,1,-3,1,2,-,"Sturdy and supple, this Rathalos leg armor makes one as nimble as a fire wyvern mounting the skies.",Evade Window,2,-,-,-,-,Scale Layering,Rathalos's Flare,5000,Rathalos Certificate S,1,Rathalos Carapace,5,Rathalos Wing,4,Wingdrake Hide+,2
G. Rathalos Helm α,Guardian Rathalos α,Head,6,48,3,1,-2,1,-5,2,-,-,Head armor made from Guardian Rathalos spoils. To don it is to be seized by unspeakable cravings.,Survival Expert,2,Weakness Exploit,1,-,-,Guardian's Pulse,Rathalos's Flare,5000,G. Rathalos Certificate S,1,Guardian Rathalos Carapace,5,Guardian Rathalos Wing,2,Novacrystal,1
G. Rathalos Mail α,Guardian Rathalos α,Chest,6,48,3,1,-2,1,-5,1,-,-,Chest armor made from Guardian Rathalos spoils. It instills a new vitality and sense of purpose.,Intimidator,2,Weakness Exploit,1,-,-,Guardian's Pulse,Rathalos's Flare,5000,Guardian Rathalos Scale+,5,Guardian Rathalos Wing,2,Guardian Scale+,3,-,-
G. Rathalos Vambraces α,Guardian Rathalos α,Arms,6,48,3,1,-2,1,-5,-,1,-,Armguards made from Guardian Rathalos spoils. They agitate the wearer unless in constant motion.,Weakness Exploit,1,Survival Expert,1,Intimidator,1,Guardian's Pulse,Rathalos's Flare,5000,G. Rathalos Certificate S,1,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,5,Guardian Rathalos Ruby,1
G. Rathalos Coil α,Guardian Rathalos α,Waist,6,48,3,1,-2,1,-5,2,-,-,Waistgear made from Guardian Rathalos spoils. The white areas self-repair when damaged.,Weakness Exploit,1,Windproof,1,-,-,Guardian's Pulse,Rathalos's Flare,5000,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,6,Guardian Rathalos Wing,2,Guardian Rathalos Tail,2
G. Rathalos Greaves α,Guardian Rathalos α,Legs,6,48,3,1,-2,1,-5,1,-,-,Leg armor made from Guardian Rathalos spoils. Produces a faint white aura when worn.,Windproof,2,Weakness Exploit,1,-,-,Guardian's Pulse,Rathalos's Flare,5000,G. Rathalos Certificate S,2,Guardian Rathalos Wing,2,Guardian Rathalos Plate,1,Inferno Sac,5
G. Rathalos Helm β,Guardian Rathalos β,Head,6,48,3,1,-2,1,-5,-,2,-,Head armor made from Guardian Rathalos spoils. To don it is to be seized by unspeakable cravings.,Weakness Exploit,1,-,-,-,-,Guardian's Protection,Rathalos's Flare,5000,G. Rathalos Certificate S,1,Guardian Rathalos Carapace,5,Guardian Rathalos Wing,2,Novacrystal,1
G. Rathalos Mail β,Guardian Rathalos β,Chest,6,48,3,1,-2,1,-5,-,1,-,Chest armor made from Guardian Rathalos spoils. It instills a new vitality and sense of purpose.,Weakness Exploit,1,Intimidator,1,-,-,Guardian's Protection,Rathalos's Flare,5000,Guardian Rathalos Scale+,5,Guardian Rathalos Wing,2,Guardian Scale+,3,-,-
G. Rathalos Vambraces β,Guardian Rathalos β,Arms,6,48,3,1,-2,1,-5,2,1,-,Armguards made from Guardian Rathalos spoils. They agitate the wearer unless in constant motion.,Weakness Exploit,1,-,-,-,-,Guardian's Protection,Rathalos's Flare,5000,G. Rathalos Certificate S,1,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,5,Guardian Rathalos Ruby,1
G. Rathalos Coil β,Guardian Rathalos β,Waist,6,48,3,1,-2,1,-5,1,2,-,Waistgear made from Guardian Rathalos spoils. The white areas self-repair when damaged.,Windproof,1,-,-,-,-,Guardian's Protection,Rathalos's Flare,5000,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,6,Guardian Rathalos Wing,2,Guardian Rathalos Tail,2
G. Rathalos Greaves β,Guardian Rathalos β,Legs,6,48,3,1,-2,1,-5,-,1,-,Leg armor made from Guardian Rathalos spoils. Produces a faint white aura when worn.,Weakness Exploit,1,Windproof,1,-,-,Guardian's Protection,Rathalos's Flare,5000,G. Rathalos Certificate S,2,Guardian Rathalos Wing,2,Guardian Rathalos Plate,1,Inferno Sac,5
Gravios Helm α,Gravios α,Head,6,52,4,-3,1,0,-2,1,1,-,A helm cast from Gravios materials. This rock-like armor deflects attacks.,Peak Performance,1,Tremor Resistance,1,-,-,Scaling Prowess,Gravios's Protection,5000,Gravios Carapace,5,Gravios Pleura+,3,Monster Keenbone,3,-,-
Gravios Mail α,Gravios α,Chest,6,52,4,-3,1,0,-2,1,1,-,Chest armor made from Gravios parts. Striking it is more likely to hurt the attacker.,Recovery Speed,2,Peak Performance,1,-,-,Scaling Prowess,Gravios's Protection,5000,Gravios Certificate S,1,Gravios Wing,3,Wyvern Gem,1,Firestone,2
Gravios Vambraces α,Gravios α,Arms,6,52,4,-3,1,0,-2,1,-,-,Armguards made from Gravios parts. Their powerful appearance hints at their true strength.,Peak Performance,2,Flinch Free,1,-,-,Scaling Prowess,Gravios's Protection,5000,Gravios Certificate S,2,Gravios Carapace,4,Gravios Medulla,1,Firecell Stone,1
Gravios Coil α,Gravios α,Waist,6,52,4,-3,1,0,-2,-,1,-,Waist armor made with Gravios parts. Its thickness and weight are indicative of its defensive power.,Flinch Free,2,Peak Performance,1,-,-,Scaling Prowess,Gravios's Protection,5000,Gravios Certificate S,3,Gravios Wing,5,Gravios Pleura+,4,Kranodath Skull+,2
Gravios Greaves α,Gravios α,Legs,6,52,4,-3,1,0,-2,1,1,-,Greaves made from Gravios parts. Tightly fastened to protect like a castle gate.,Tremor Resistance,2,Recovery Speed,1,-,-,Scaling Prowess,Gravios's Protection,5000,Gravios Carapace,6,Gravios Wing,6,Gravios Skull,2,Coma Sac,3
Gravios Helm β,Gravios β,Head,6,52,4,-3,1,0,-2,-,2,-,A helm cast from Gravios materials. This rock-like armor deflects attacks.,Peak Performance,1,-,-,-,-,Scale Layering,Gravios's Protection,5000,Gravios Carapace,5,Gravios Pleura+,3,Monster Keenbone,3,-,-
Gravios Mail β,Gravios β,Chest,6,52,4,-3,1,0,-2,-,2,-,Chest armor made from Gravios parts. Striking it is more likely to hurt the attacker.,Peak Performance,1,Recovery Speed,1,-,-,Scale Layering,Gravios's Protection,5000,Gravios Certificate S,1,Gravios Wing,3,Wyvern Gem,1,Firestone,2
Gravios Vambraces β,Gravios β,Arms,6,52,4,-3,1,0,-2,-,1,-,Armguards made from Gravios parts. Their powerful appearance hints at their true strength.,Peak Performance,2,-,-,-,-,Scale Layering,Gravios's Protection,5000,Gravios Certificate S,2,Gravios Carapace,4,Gravios Medulla,1,Firecell Stone,1
Gravios Coil β,Gravios β,Waist,6,52,4,-3,1,0,-2,1,1,-,Waist armor made with Gravios parts. Its thickness and weight are indicative of its defensive power.,Peak Performance,1,Flinch Free,1,-,-,Scale Layering,Gravios's Protection,5000,Gravios Certificate S,3,Gravios Wing,5,Gravios Pleura+,4,Kranodath Skull+,2
Gravios Greaves β,Gravios β,Legs,6,52,4,-3,1,0,-2,-,2,-,Greaves made from Gravios parts. Tightly fastened to protect like a castle gate.,Recovery Speed,1,Tremor Resistance,1,-,-,Scale Layering,Gravios's Protection,5000,Gravios Carapace,6,Gravios Wing,6,Gravios Skull,2,Coma Sac,3
Blango Helm α,Blango α,Head,6,48,-4,1,0,4,0,2,-,-,Head armor made from Blangonga materials. Overflowing with the honor of a foreign god.,Wide-Range,2,Counterstrike,1,-,-,Fortifying Pelt,Blangonga's Spirit,5000,Blangonga Pelt+,3,Blangonga Fang+,4,Blangonga Tail,2,Colossal Bone,2
Blango Mail α,Blango α,Chest,6,48,-4,1,0,4,0,-,-,-,"Chest armor made of Blangonga materials. It has a distinct, eastern feel to it.",Agitator,2,Item Prolonger,2,-,-,Fortifying Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,2,Blangonga Whisker,3,Blango Pelt+,2,-,-
Blango Vambraces α,Blango α,Arms,6,48,-4,1,0,4,0,-,1,-,"Armguards made from Blangonga parts. The tough pelt is woven with gentle, inspiring elegance.",Palico Rally,2,Counterstrike,1,-,-,Fortifying Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,1,Blangonga Pelt+,5,Blangonga Tail,3,Beast Gem,1
Blango Coil α,Blango α,Waist,6,48,-4,1,0,4,0,1,-,-,"Waistgear made of Blangonga parts with technology from the ""Eastern Land of the Gods.""",Agitator,2,Wide-Range,1,-,-,Fortifying Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,1,Blangonga Fang+,5,Blangonga Whisker,2,Freezer Sac,3
Blango Greaves α,Blango α,Legs,6,48,-4,1,0,4,0,2,-,-,"Leg armor made from Blangonga spoils. The striking, exotic shapes draw from Far Eastern ritual garb.",Agitator,1,Counterstrike,1,-,-,Fortifying Pelt,Blangonga's Spirit,5000,Blangonga Pelt+,3,Blangonga Tail,2,Blangonga Whisker,2,Great Stoutbone,3
Blango Helm β,Blango β,Head,6,48,-4,1,0,4,0,2,1,-,Head armor made from Blangonga materials. Overflowing with the honor of a foreign god.,Wide-Range,2,-,-,-,-,Alluring Pelt,Blangonga's Spirit,5000,Blangonga Pelt+,3,Blangonga Fang+,4,Blangonga Tail,2,Colossal Bone,2
Blango Mail β,Blango β,Chest,6,48,-4,1,0,4,0,-,1,-,"Chest armor made of Blangonga materials. It has a distinct, eastern feel to it.",Agitator,2,-,-,-,-,Alluring Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,2,Blangonga Whisker,3,Blango Pelt+,2,-,-
Blango Vambraces β,Blango β,Arms,6,48,-4,1,0,4,0,-,2,-,"Armguards made from Blangonga parts. The tough pelt is woven with gentle, inspiring elegance.",Counterstrike,1,-,-,-,-,Alluring Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,1,Blangonga Pelt+,5,Blangonga Tail,3,Beast Gem,1
Blango Coil β,Blango β,Waist,6,48,-4,1,0,4,0,2,-,-,"Waistgear made of Blangonga parts with technology from the ""Eastern Land of the Gods.""",Agitator,2,-,-,-,-,Alluring Pelt,Blangonga's Spirit,5000,Blangonga Certificate S,1,Blangonga Fang+,5,Blangonga Whisker,2,Freezer Sac,3
Blango Greaves β,Blango β,Legs,6,48,-4,1,0,4,0,-,2,-,"Leg armor made from Blangonga spoils. The striking, exotic shapes draw from Far Eastern ritual garb.",Agitator,1,-,-,-,-,Alluring Pelt,Blangonga's Spirit,5000,Blangonga Pelt+,3,Blangonga Tail,2,Blangonga Whisker,2,Great Stoutbone,3
Commission Helm α,Commission α,Head,6,44,2,2,0,0,0,1,-,-,Head armor worn by hunters on an expedition to the New World. Sturdily made.,Agitator,1,Maximum Might,1,-,-,-,-,4000,Commission Ticket,1,Carbalite Ore,2,Chatacabra Scale+,5,-,-
Commission Mail α,Commission α,Chest,6,44,2,2,0,0,0,1,-,-,Chest armor worn by hunters on an expedition to the New World. Sturdily made.,Divine Blessing,2,Agitator,1,-,-,-,-,4000,Commission Ticket,1,Gracium,2,Lala Barina Floret+,5,-,-
Commission Vambraces α,Commission α,Arms,6,44,2,2,0,0,0,1,-,-,Armguards worn by hunters on an expedition to the New World. Sturdily made.,Quick Sheathe,2,Agitator,1,-,-,-,-,4000,Commission Ticket,1,Moster Keenbone,2,Balahara Scale+,5,-,-
Commission Coil α,Commission α,Waist,6,44,2,2,0,0,0,1,-,-,Waistgear worn by hunters on an expedition to the New World. Sturdily made.,Agitator,1,Tool Specialist,1,-,-,-,-,4000,Commission Ticket,1,Stoutbone,2,Doshaguma Fur+,5,-,-
Commission Greaves α,Commission α,Legs,6,44,2,2,0,0,0,1,-,-,Leg armor worn by hunters on an expedition to the New World. Sturdily made.,Agitator,1,Earplugs,1,-,-,-,-,4000,Commission Ticket,1,Quality Bone,2,Quematrice Scale+,5,-,-
Kunafa Headgear α,Kunafa α,Head,6,44,1,1,4,1,1,-,1,-,Head armor with large horns traditionally worn by the leader of the Vanguard in the Windsong Village.,Wide-Range,2,Palico Rally,1,-,-,Imparted Wisdom,-,4000,Dalthydon Wool,1,Talioth Scale+,2,-,-,-,-
Kunafa Cloak α,Kunafa α,Chest,6,44,1,1,4,1,1,-,1,-,"A cloak worn for generations in the Windsong Village, notable for the Seikret feathers woven into it.",Free Meal,2,Palico Rally,1,-,-,Imparted Wisdom,-,4000,Dalthydon Wool,1,Acute Fang,1,-,-,-,-
Kunafa Sash α,Kunafa α,Waist,6,44,1,1,4,1,1,-,1,-,Waistgear worn in the Windsong Village. The sash's patterns represent their hopes and prayers.,Speed Eating,2,Palico Rally,1,-,-,Imparted Wisdom,-,4000,Dalthydon Wool,1,Acute Fang,1,-,-,-,-
Kunafa Chaps α,Kunafa α,Legs,6,44,1,1,4,1,1,-,1,-,Leg armor worn in the Windsong Village. Handsome Dalthydon pelts keep the legs well protected.,Wide-Range,2,Palico Rally,1,-,-,Imparted Wisdom,-,4000,Dalthydon Wool,1,Talioth Scale+,2,-,-,-,-
Azuz Headdress α,Azuz α,Head,6,44,4,1,1,1,1,-,1,-,Headwear worn in the village of the Everforge. The hairpin's fine details speak to the Bonefolk's artistry.,Maximum Might,2,-,-,-,-,Imparted Wisdom,-,4000,Azuz Tanned Leather,1,Charred Oilbone,2,-,-,-,-
Azuz Apron α,Azuz α,Chest,6,44,4,1,1,1,1,2,-,-,Chest armor worn in the village of the Everforge. Large medallions denoting mastery are sewn on as reinforcement.,Heroics,3,-,-,-,-,Imparted Wisdom,-,4000,Azuz Tanned Leather,1,Firecell Stone,1,-,-,-,-
Azuz Pants α,Azuz α,Legs,6,44,4,1,1,1,1,2,1,-,"Legwear worn in the village of the Everforge. The rubbery, oil-based material is completely waterproof.",Geologist,3,-,-,-,-,Imparted Wisdom,-,4000,Azuz Tanned Leather,1,Firestone,2,-,-,-,-
Suja Sash α,Suja α,Waist,6,44,1,1,1,4,1,2,1,-,Waistgear worn in the Peaks of Accord. A ritual blade hangs at the sash as blessed protection.,Divine Blessing,3,-,-,-,-,Imparted Wisdom,-,4000,Suja Textiles,3,Fucium Ore,5,-,-,-,-
Sild Hood α,Sild α,Head,6,44,1,1,1,1,4,2,1,-,"A hood worn in the Keepers' Vigil. The cocoon-like fibers afford solid protection, and breathe well too.",Botanist,3,-,-,-,-,Imparted Wisdom,-,4000,Sild Cotton,2,Guardian Seikret Feather+,3,-,-,-,-
Sild Coat α,Sild α,Chest,6,44,1,1,1,1,4,-,1,-,"A coat worn in the Keepers' Vigil. Thick, but also extremely light so as not to impede their daily work.",Wide-Range,4,-,-,-,-,Imparted Wisdom,-,4000,Sild Cotton,2,Guardian Seikret Feather+,3,-,-,-,-
Death Stench Brain α,Death Stench α,Head,6,44,3,2,-2,3,4,-,1,-,"Accursed armor, said to bring death. The wearer hears echoes of their victim's death throes.",Resentment,1,Ambush,1,-,-,Imparted Wisdom,-,4000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,-,-
Death Stench Muscle α,Death Stench α,Chest,6,44,3,2,-2,3,4,-,1,-,Armor said to bring death. Unworldly light and penetratingly cold.,Resentment,1,Ambush,1,-,-,Imparted Wisdom,-,4000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,-,-
Death Stench Grip α,Death Stench α,Arms,6,44,3,2,-2,3,4,-,1,-,Armor drenched in the stench of decay and a sensation as if the god of death resides within.,Resentment,1,Ambush,1,-,-,Imparted Wisdom,-,4000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,-,-
Death Stench Bowels α,Death Stench α,Waist,6,44,3,2,-2,3,4,1,1,-,"This gear gives off a stench of decay, as though death's aroma permeates the air around you...",Intimidator,2,Resentment,1,-,-,Imparted Wisdom,-,4000,Sinister Cloth,1,Herbivore Carapace,1,Colossal Bone,1,-,-
Death Stench Heel α,Death Stench α,Legs,6,44,3,2,-2,3,4,1,1,-,Modeled on the god of death. Hearing the black footsteps means your time has come.,Stun Resistance,2,Resentment,1,-,-,Imparted Wisdom,-,4000,Sinister Cloth,1,Herbivore Carapace,1,Colossal Bone,1,-,-
Butterfly Vertex α,Butterfly α,Head,6,44,-1,-1,2,0,2,-,1,-,Dazzling armor made from insect parts. Its light weight and color are proof of one's class.,Constitution,1,Evade Window,1,Evade Extender,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,-,-
Butterfly Thorax α,Butterfly α,Chest,6,44,-1,-1,2,0,2,-,1,-,Dazzling armor made from insect parts. The wearer's every movement exudes elegance.,Constitution,1,Evade Window,1,Evade Extender,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,-,-
Butterfly Brachia α,Butterfly α,Arms,6,44,-1,-1,2,0,2,-,1,-,Dazzling armor made from insect parts. The gorgeous material has a lovely silky feel to it.,Recovery Speed,2,Constitution,1,Evade Window,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,-,-
Butterfly Elytra α,Butterfly α,Waist,6,44,-1,-1,2,0,2,-,1,-,Dazzling armor made from insect parts. It radiates style akin to that of nobility.,Constitution,1,Evade Window,1,Evade Extender,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,-,-
Butterfly Crura α,Butterfly α,Legs,6,44,-1,-1,2,0,2,-,1,-,Dazzling armor made from insect parts. Its light weight and color are proof of one's class.,Recovery Up,2,Constitution,1,Evade Window,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,-,-
King Beetle Vertex α,King Beetle α,Head,6,44,-1,-1,2,0,2,-,1,-,Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.,Heroics,1,Foray,1,Sleep Resistance,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,-,-
King Beetle Thorax α,King Beetle α,Chest,6,44,-1,-1,2,0,2,-,1,-,Chest armor so tough it's hard to believe that it's made from insect parts.,Heroics,1,Foray,1,Paralysis Resistance,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,-,-
King Beetle Brachia α,King Beetle α,Arms,6,44,-1,-1,2,0,2,-,1,-,Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bug-kind.,Heroics,1,Foray,1,Poison Resistance,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,-,-
King Beetle Elytra α,King Beetle α,Waist,6,44,-1,-1,2,0,2,-,1,-,Waistgear made from insect materials. Wearers resemble a black bullet when running.,Heroics,1,Flayer,1,Paralysis Resistance,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,-,-
King Beetle Crura α,King Beetle α,Legs,6,44,-1,-1,2,0,2,-,1,-,Armor so perfect that one could get tread upon by a wyvern and not even flinch.,Heroics,1,Flayer,1,Poison Resistance,1,Imparted Wisdom,-,4000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,-,-
High Metal Helm α,High Metal α,Head,6,44,0,-1,-2,3,0,-,1,-,"Armor made from a generous portion of ore. Don't worry, it breathes surprisingly well.",Stun Resistance,3,Partbreaker,1,-,-,Imparted Wisdom,-,4000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,-,-
High Metal Mail α,High Metal α,Chest,6,44,0,-1,-2,3,0,-,1,-,Armor made from a generous portion of ore. Can repel even the fiercest blows.,Iron Skin,3,Partbreaker,1,-,-,Imparted Wisdom,-,4000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,-,-
High Metal Bracers α,High Metal α,Arms,6,44,0,-1,-2,3,0,-,1,-,Armor made from a generous portion of ore. Ordinary attacks won't even scratch it!,Blast Resistance,3,Partbreaker,1,-,-,Imparted Wisdom,-,4000,Drearisite Scraps,1,Carbalite Ore,1,Charred Oilbone,1,-,-
High Metal Coil α,High Metal α,Waist,6,44,0,-1,-2,3,0,-,1,-,Armor made from a generous portion of ore. Has multiple layers for extra protection.,Bombardier,3,Aquatic/Oilsilt Mobility,2,-,-,Imparted Wisdom,-,4000,Drearisite Scraps,1,Carbalite Ore,1,Charred Oilbone,1,-,-
High Metal Greaves α,High Metal α,Legs,6,44,0,-1,-2,3,0,-,1,-,Armor made from a generous portion of ore. Renowned for its ability to withstand monster attacks.,Bleeding Resistance,3,Flinch Free,3,-,-,Imparted Wisdom,-,4000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,-,-
Battle Helm α,Battle α,Head,6,44,2,-1,-1,0,0,-,1,-,"Head armor designed for seasoned hunters. They say it must be earned, so novices dare not wear it.",Stamina Surge,2,-,-,-,-,Imparted Wisdom,-,4000,Scarred Scale,1,Blango Pelt+,1,Frozen Icebone,1,-,-
Battle Mail α,Battle α,Chest,6,44,2,-1,-1,0,0,-,1,-,"Chest armor designed for seasoned hunters. Stylish, useful, and solid protection - it checks all the boxes",Hunger Resistance,3,Sleep Resistance,3,-,-,Imparted Wisdom,-,4000,Scarred Scale,1,Colossal Bone,1,Frozen Icebone,1,-,-
Battle Vambraces α,Battle α,Arms,6,44,2,-1,-1,0,0,-,1,-,"Armguards designed for seasoned hunters. Highly utile, with extra consideration given to mobility",Free Meal,3,-,-,-,-,Imparted Wisdom,-,4000,Scarred Scale,1,Colossal Bone,1,Frozen Icebone,1,-,-
Battle Coil α,Battle α,Waist,6,44,2,-1,-1,0,0,-,1,-,"Waistgear designed for seasoned hunters. The striking design offers a light, functional build.",Item Prolonger,3,Bind Resistance,2,-,-,Imparted Wisdom,-,4000,Scarred Scale,1,Colossal Bone,1,Dragonbone Relic,1,-,-
Battle Greaves α,Battle α,Legs,6,44,2,-1,-1,0,0,-,1,-,Leg armor designed for seasoned hunters. No compromises were made for this sought-after masterpiece.,Marathon Runner,3,Constitution,2,-,-,Imparted Wisdom,-,4000,Scarred Scale,1,Blango Pelt+,1,Frozen Icebone,1,-,-
Melahoa Hat α,Melahoa α,Head,6,44,0,1,3,0,0,-,1,-,Fragrant head protection that instills a deep longing to return to the old days.,Survival Expert,3,Poison Resistance,2,-,-,Imparted Wisdom,-,4000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,-,-
Melahoa Jacket α,Melahoa α,Chest,6,44,0,1,3,0,0,-,1,-,Fragrant chest armor that brings tears to the wearer's eyes as they cannot help remembering the past.,Tool Specialist,3,-,-,-,-,Imparted Wisdom,-,4000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,-,-
Melahoa Branch α,Melahoa α,Arms,6,44,0,1,3,0,0,-,1,-,Fragrant armguards with pastel coloring and a nostalgic scent that tug at an aging hunter's heart.,Recovery Speed,3,Paralysis Resistance,2,-,-,Imparted Wisdom,-,4000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,-,-
Melahoa Folia α,Melahoa α,Waist,6,44,0,1,3,0,0,-,1,-,Fragrant waistgear that is silky to the touch. Its sweet scent reminds hunters of times gone by.,Recovery Up,3,Bleeding Resistance,2,-,-,Imparted Wisdom,-,4000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,-,-
Melahoa Roots α,Melahoa α,Legs,6,44,0,1,3,0,0,-,1,-,"Fragrant leg armor that could intoxicate even a wyvern with its sweet, wafting aroma.",Mushroomancer,3,-,-,-,-,Imparted Wisdom,-,4000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,-,-
Artian Helm α,Artian α,Head,6,44,1,-2,-2,2,3,1,1,-,Head armor made of eldritch scraps. Artisans debated its design for seven nights.,Flayer,1,Earplugs,1,-,-,Guardian's Protection,-,4000,Gracium,5,Frenzy Crystal,1,Novacrystal,1,-,-
Artian Mail α,Artian α,Chest,6,44,1,-2,-2,2,3,2,1,-,"Chest armor made from eldritch scraps, which even the Smithy struggled with.",Flayer,1,Adaptability,1,-,-,Guardian's Protection,-,4000,Gracium,5,Frenzy Shard,2,Earth Crysal,10,-,-
Artian Vambraces α,Artian α,Arms,6,44,1,-2,-2,2,3,-,1,-,Arm guards made from eldritch scraps. Unlocking its potential took patience.,Blight Resistance,2,Flayer,1,-,-,Guardian's Protection,-,4000,Gracium,5,Frenzy Crystal,1,Dragonbone Relic,1,-,-
Artian Coil α,Artian α,Waist,6,44,1,-2,-2,2,3,-,1,-,Waistgear made from eldritch scraps. Its original purpose remains a mystery.,Windproof,2,Flayer,1,-,-,Guardian's Protection,-,4000,Gracium,5,Frenzy Shard,2,Firecell Stone,1,-,-
Artian Greaves α,Artian α,Legs,6,44,1,-2,-2,2,3,-,1,-,Leg armor made from eldritch scraps. Wearing it bestows tremendous power.,Tremor Resistance,2,Flayer,1,-,-,Guardian's Protection,-,4000,Gracium,5,Frenzy Crystal,1,Guardian Blood+,9,-,-
